Job Title,Company Name,Date,Location,Skills,Job Link,Salary,Job Requirements
Senior .NET Full Stack Developer (.NET Core & Angular),Excel Systems,1 month ago,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · ASP.NET · ADO.NET · C#.Net · .NET · .NEt Full Stack Developer · Full Stack Developer · java · Python,https://wuzzuf.net/jobs/p/Z8Dy45Pseo2B-Senior-NET-Full-Stack-Developer-NET-Core-Angular-Excel-Systems-Giza-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Data Integration Consultant,egabi solutions,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Teradata · Oracle · ETL · Information Technology (IT) · Data Warehouse · IBM · Informatica,https://wuzzuf.net/jobs/p/FpOkAgpVglr5-Senior-Data-Integration-Consultant-egabi-solutions-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Web Application Intern,Ahram Security Group,1 month ago,"10th of Ramadan City, Sharqia, Egypt ",InternshipStudent · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Python · Java · Computer Science · Development · Database · Information Technology (IT),https://wuzzuf.net/jobs/p/HAGJdNC5XJ8I-Web-Application-Intern-Ahram-Security-Group-Sharqia-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Linux Systems Admin / Engineer,Qeema,1 month ago,"Masr Al Qadima, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Software Engineering · Engineering · Git · Information Technology (IT) · MySQL · Python · Troubleshooting,https://wuzzuf.net/jobs/p/1PZm68WaPvQz-Linux-Systems-Admin-Engineer-Qeema-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Full Stack Developer,OPART Advertising Agency,1 month ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Web · JavaScript · Information Technology (IT) · Computer Science · PHP · Telecom Engineering · HTML,https://wuzzuf.net/jobs/p/vrN5W01jS5O6-Full-Stack-Developer-OP-ART-Advertising-Agency-Giza-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Back End Developer,Charisma Design,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PostgreSQL · PHP · VueJS · Laravel · Node.js · Laravel Framework · Python · Git,https://wuzzuf.net/jobs/p/hxidYuQT7SbR-Senior-Back-End-Developer-Charisma-Design-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Analyst,INSITE OOH,1 month ago,"Zamalek, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Analyst/Research · Analysis · Data Analysis · Python · Tableau · BI · Media Monitoring · Mass Media · Data Analytics · Big Data Analytics,https://wuzzuf.net/jobs/p/iQys4nPnKzqZ-Data-Analyst-INSITE-OOH-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Software Engineer (BackEnd),GoTrah,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · backend · Computer Science · Information Technology (IT) · Software engineer · Software Engineering · Software · senior,https://wuzzuf.net/jobs/p/tPnQExNSb9fB-Senior-Software-Engineer-BackEnd-GoTrah-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Full Stack Developer,GoTrah,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · CSS3 · HTML5 · Software Development · Git · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/cSWu4LG6wDw8-Senior-Full-Stack-Developer-GoTrah-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Analyst,BBIConsultancy,1 month ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Banking · IT/Software Development · Analyst/Research · Information Technology (IT) · Hive · Spark · SAP BO · Cloudera · Oracle · Informatica Power Center,https://wuzzuf.net/jobs/p/zE2d6ffNG1In-Data-Analyst-BBI-Consultancy-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Data Management Engineer,BBIConsultancy,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ETL · NoSQL · Python · SQL · Informatica · Informatica ETL,https://wuzzuf.net/jobs/p/B3d5wtZsQIhy-Senior-Data-Management-Engineer-BBI-Consultancy-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Odoo Developer,Ejadtech,1 month ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · HTML · jQuery · JavaScript · XML · Development · Software Development,https://wuzzuf.net/jobs/p/KSdstDaSWvzL-Senior-Odoo-Developer-Ejadtech-Giza-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Computer Vision Engineer,Atomica,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Mathematics · Software Development · Software Engineering · C++ · Git · Research · computer,https://wuzzuf.net/jobs/p/PG4E9TReepie-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Devops Engineer,FlairsTech,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Devops Engineer · Engineering · Docker · AWS · Git · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/icsK5SHrCy1l-Senior-Devops-Engineer-FlairsTech-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Seionr Data Analyst,World of systems and software,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · business · Computer Science · Data · Data Analysis · Information Technology (IT) · Management,https://wuzzuf.net/jobs/p/hsAeErKeYQsd-Seionr-Data-Analyst-World-of-systems-and-software-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Data Engineer,World of systems and software,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Science · Architecture · Development · Engineering · Information Technology (IT) · ETL · Java,https://wuzzuf.net/jobs/p/AJi4mpeDgpmt-Senior-Data-Engineer-World-of-systems-and-software-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Lead Software Engineer,GoTrah,1 month ago,"Cairo, Egypt ",Full TimeManager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Information Technology (IT) · JavaScript · Java · OOP · Programming · Git,https://wuzzuf.net/jobs/p/8uZ16gX9prBQ-Lead-Software-Engineer-GoTrah-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Devops Engineer,Ejada (Cairo),1 month ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · CI/CD · JIRA · Microsoft TFS · Cybersecurity · Java,https://wuzzuf.net/jobs/p/VUdb76x6neGP-Devops-Engineer-Ejada-Cairo-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Site Reliability Engineer (SRE),Qoyod,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Docker · AWS · Infrastructure · SaaS · Kubernetes · Python · Shell Scripting,https://wuzzuf.net/jobs/p/u1jYolOyr59N-Site-Reliability-Engineer-SRE-Qoyod-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo ERP Consultant (Part Time),Smart IT,1 month ago,"Cairo, Egypt ",Part TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · ERP · Odoo ERP · Accounting · Computer Science · Odoo Development,https://wuzzuf.net/jobs/p/7Uxb5Ow9cR7S-Odoo-ERP-Consultant-Part-Time-Smart-IT-Cairo-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo ERP Consultant (Full Time),Smart IT,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · ERP · Odoo ERP · Accounting · Computer Science · Odoo Development,https://wuzzuf.net/jobs/p/X0CJmDqIOGcX-Odoo-ERP-Consultant-Full-Time-Smart-IT-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Nahil Computers,1 month ago,"Giza, Giza, Egypt ",Full TimeEntry Level · 1 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo Development · Odoo ERP · Python · Information Technology (IT) · Computer Science · Odoo,https://wuzzuf.net/jobs/p/mlJ8XGlseUpB-Odoo-Developer-Nahil-Computers-Giza-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Yodawy,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Software Development · GitHub · HTML · PostgreSQL · JavaScript · JQuery · ORM,https://wuzzuf.net/jobs/p/8DCv8ze3MLxF-Odoo-Developer-Yodawy-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Software Engineer - Full Stack,ITWORX,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Software Engineering · JavaScript · jQuery · Python · React,https://wuzzuf.net/jobs/p/BKm0n0baiM5Z-Senior-Software-Engineer---Full-Stack-ITWORX-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Scientist,CYSHIELD,1 month ago,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · data scientist · Information Technology (IT) · Python · SQL · Data Science · Machine Learning · NoSQL · cython,https://wuzzuf.net/jobs/p/3ZAHBr0JkR5f-Data-Scientist-CYSHIELD-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Perfect Presentation,1 month ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Accounting · Business Systems · Python · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/BgwndrJ6wHKE-Odoo-Developer-Perfect-Presentation-Giza-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Software Developer - Remote Egypt,Luxoft (A DXC Technology Company),2 months ago,"Cairo, Egypt ",Work From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Python · Docker · Linux · Git · Agile · Computer Science · Development,https://wuzzuf.net/jobs/p/R1Sy55cpgg7x-Senior-Software-Developer---Remote-Egypt-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,(MSA) October University,2 months ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Odoo · XML · HTML · CSS · Linux · Python · JavaScript,https://wuzzuf.net/jobs/p/Cj0JFWQvRNVB-Odoo-Developer-MSA-October-University-Giza-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Data Scientist,Chefaa IT,2 months ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Intelligence · Computer Science · Data Science · data scientist · Engineering · Data · Hadoop,https://wuzzuf.net/jobs/p/Y4CCaPuS8Xnk-Data-Scientist-Chefaa-IT-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Technology & Network Engineer,Consomity,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Consultancy · AutoCAD · Engineering · Technical Office · Electrical Engineering · Mechanical Engineering · Water Treatment · Drainage,https://wuzzuf.net/jobs/p/BJGrk8yk7HDs-Technology-Network-Engineer-Consomity-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Cloud Solution Engineer - R&D,Link Datacenter,2 months ago,"Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Cloud · Computer Engineering · Computer Science · Docker · Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/oHKJ5Ad7oq94-Cloud-Solution-Engineer---RD-Link-Datacenter-Giza-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Software Engineer (Ruby On Rails),Qoyod,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Ruby on Rails · Information Technology (IT) · Engineering · Ruby · Software Development · HTML5 · MVC,https://wuzzuf.net/jobs/p/Hnm9h4Y781wV-Software-Engineer-Ruby-On-Rails-Qoyod-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
ETL Developer,Gap Polymers,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Database · Computer Science · SQL · SQL Server · SSIS · ETL · Power BI · Data Warehousing,https://wuzzuf.net/jobs/p/2agTuWRxdNRb-ETL-Developer-Gap-Polymers-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Cyber Security Engineer,axispay,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Cyber Security · Computer Science · Microsoft Office · Security · Python · SIEM,https://wuzzuf.net/jobs/p/ShLb9eeWHeoZ-Cyber-Security-Engineer-axispay-Cairo-Egypt?o=144&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior DevOps Engineer,CYSHIELD,2 months ago,"Sheraton, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CI/CD · AWS · MySQL · Computer Science · Software Development · Information Technology (IT) · Python · SQL,https://wuzzuf.net/jobs/p/zO3F25xiOgrz-Senior-DevOps-Engineer-CYSHIELD-Cairo-Egypt?o=145&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Senior Linux System Engineer,Link Datacenter,2 months ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris,https://wuzzuf.net/jobs/p/oQ1IPlaveQc6-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=146&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Security Engineer- Pentester- Mobile (iOS & Android),Fixed Solutions,2 months ago,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · firewalls · Hacking · Information Technology (IT) · Maintenance · Java,https://wuzzuf.net/jobs/p/yN1yTZJOe6cf-Security-Engineer--Pentester--Mobile-iOS-Android-Fixed-Solutions-Cairo-Egypt?o=147&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Odoo Developer,Copartners,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Odoo · Software Development · Web Development · javaScript · JQuery · CSS · HTML,https://wuzzuf.net/jobs/p/3IYkkDcEZ4av-Odoo-Developer-Copartners-Cairo-Egypt?o=148&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Ruby on Rails Developer (Fluent in English),Fekra Technology Solutions and Construction,2 months ago,"Dokki, Giza, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Software Development · Agile · Information Technology (IT) · Python · React · Design,https://wuzzuf.net/jobs/p/hWP0LCQeqXEB-Ruby-on-Rails-Developer-Fluent-in-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=149&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Software Data Engineer,Target Recruitment  & HR Solutions,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Kubernetes · Programming · Python · REST · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/UBz7cKuT9STA-Software-Data-Engineer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=150&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Cyber Security Data Engineer,Target Recruitment  & HR Solutions,1 hour ago,"Cairo, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Computer Engineering · Computer Science · Information Technology (IT) · Programming · Software · Python · Java,https://wuzzuf.net/jobs/p/gr14Uk8B382n-Cyber-Security-Data-Engineer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=151&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
Devops Engineer,E3mel Business for Financial & Managerial Consultancy,6 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CI/CD · Computer Science · DevOps · Information Technology (IT) · Java · Jenkins · JIRA,https://wuzzuf.net/jobs/p/swux2Mz9Uldc-Devops-Engineer-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=152&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Bachelor/Master of Science in relevant area or equivalent formal education.
